"scheme_id","scheme_name","category","level","state_ut","question","answer"
"SC-CEN-017","National Scheduled Castes Finance and Development Corporation - Term Loan Schemes","SC","Central","All India (through State Channelizing Agencies)","What benefits/amount does National Scheduled Castes Finance and Development Corporation - Term Loan Schemes give?","Concessional term loans (up to 90-95% of unit cost) for self-employment and income-generating activities, with training and market support Headline value: Term loan up to Rs 30 lakh per unit (Small loans up to Rs 1 lakh; Medium Rs 1-5 lakh; Large Rs 5-30 lakh); beneficiaries pay about 5-6% interest; NSFDC charges State agencies a lower rate Funding pattern: NSFDC equity from Government of India; on-lending through State Channelizing Agencies."
"SC-CEN-017","National Scheduled Castes Finance and Development Corporation - Term Loan Schemes","SC","Central","All India (through State Channelizing Agencies)","How do I apply for National Scheduled Castes Finance and Development Corporation - Term Loan Schemes?","Application mode: Offline/online application through State SC Development Corporation (Channelizing Agency) or designated bank branch; some schemes via the NSFDC portal. Portal: https://nsfdc.nic.in. Documents needed: Caste certificate; income certificate / DPL certificate; Aadhaar; bank account; project/unit estimate or quotation; SHG or firm registration if applicable; no-dues declaration. Helpline: NSFDC head office, New Delhi (011-26179448); State SC Development Corporation helplines."
"SC-CEN-017","National Scheduled Castes Finance and Development Corporation - Term Loan Schemes","SC","Central","All India (through State Channelizing Agencies)","What happened to National Scheduled Castes Finance and Development Corporation - Term Loan Schemes - is it still running?","Status: Active. Earlier scheme(s): National Scheduled Castes and Scheduled Tribes Finance and Development Corporation (1989). Now replaced/continued by: Not specified. Active period: 1989 onwards. NSFDC has expanded digital application, credit-guarantee tie-ups and the Green Business Scheme (e-rickshaw, solar pumps, poly houses) in 2024-26"
"SC-CEN-017","National Scheduled Castes Finance and Development Corporation - Term Loan Schemes","SC","Central","All India (through State Channelizing Agencies)","What are the latest changes in National Scheduled Castes Finance and Development Corporation - Term Loan Schemes?","NSFDC has expanded digital application, credit-guarantee tie-ups and the Green Business Scheme (e-rickshaw, solar pumps, poly houses) in 2024-26 (Last verified: 2026-09-23, confidence: High.)"
"SC-CEN-018","Mahila Samridhi Yojana (NSFDC micro-finance for SC women)","SC","Central","All India (through State Channelizing Agencies)","What is Mahila Samridhi Yojana (NSFDC micro-finance for SC women) (MSY)?","Mahila Samridhi Yojana (NSFDC micro-finance for SC women) is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India (through State Channelizing Agencies). Type: Corporation micro-credit scheme. Launched: 1990s (continuously revised; now with 4% interest for SC women). Status: Active. It aims to help SC women entrepreneurs below double the poverty line, including SHG members. Benefit: Micro-credit for SC women to set up or expand micro-enterprises with training and follow-up support, at highly concessional interest"
"SC-CEN-018","Mahila Samridhi Yojana (NSFDC micro-finance for SC women)","SC","Central","All India (through State Channelizing Agencies)","Who is eligible for Mahila Samridhi Yojana (NSFDC micro-finance for SC women)?","Target group: SC women entrepreneurs below double the poverty line, including SHG members. Beneficiary type: Woman; Entrepreneur; SHG. Age: 18 to 55 years. Income limit: Family income within double the poverty line. Other conditions: SC woman with a viable micro-enterprise plan or SHG undertaking group activity; routed through the State Channelizing Agency Not eligible: Defaulters; proposals without viable unit economics"
"SC-CEN-018","Mahila Samridhi Yojana (NSFDC micro-finance for SC women)","SC","Central","All India (through State Channelizing Agencies)","What benefits/amount does Mahila Samridhi Yojana (NSFDC micro-finance for SC women) give?","Micro-credit for SC women to set up or expand micro-enterprises with training and follow-up support, at highly concessional interest Headline value: Project cost up to Rs 1,40,000; loan up to Rs 1,25,000 (about 90% of cost); SC women pay about 4% interest per annum; repayment is short-term (about 3 to 3.5 years including moratorium) Funding pattern: NSFDC refinance to State agencies, which on-lend to beneficiaries."
"SC-CEN-018","Mahila Samridhi Yojana (NSFDC micro-finance for SC women)","SC","Central","All India (through State Channelizing Agencies)","How do I apply for Mahila Samridhi Yojana (NSFDC micro-finance for SC women)?","Application mode: Through State SC Development Corporation / Channelizing Agency; also via SHG federations. Portal: https://nsfdc.nic.in. Documents needed: Caste certificate; income proof; Aadhaar; bank account; SHG membership proof; activity/business estimate; photograph. Helpline: NSFDC head office (011-26179448); State SC Development Corporation."
"SC-CEN-018","Mahila Samridhi Yojana (NSFDC micro-finance for SC women)","SC","Central","All India (through State Channelizing Agencies)","What are the latest changes in Mahila Samridhi Yojana (NSFDC micro-finance for SC women)?","Digital onboarding with Aadhaar; convergence with SHG platforms in several States; interest subvention in select States (Last verified: 2026-09-23, confidence: High.)"
"SC-CEN-019","NSFDC Green Business Scheme","SC","Central","All India","What is NSFDC Green Business Scheme (GBS (NSFDC))?","NSFDC Green Business Scheme is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India. Type: Corporation credit scheme. Launched: 2016 (in response to climate-change concerns and to promote green livelihoods). Status: Active. It aims to help SC persons setting up green/climate-friendly micro-enterprises. Benefit: Concessional loan for green livelihood assets, generating income with low running cost"
"SC-CEN-019","NSFDC Green Business Scheme","SC","Central","All India","Who is eligible for NSFDC Green Business Scheme?","Target group: SC persons setting up green/climate-friendly micro-enterprises. Beneficiary type: Individual; Entrepreneur. Age: 18 years and above. Income limit: Family income within double the poverty line. Other conditions: SC applicant proposing activities such as e-rickshaw, solar pump, solar-powered implements, poly-house, waste recycling; unit cost within the prescribed limit Not eligible: Diesel-based or non-green activities; defaulters"
"SC-CEN-019","NSFDC Green Business Scheme","SC","Central","All India","What benefits/amount does NSFDC Green Business Scheme give?","Concessional loan for green livelihood assets, generating income with low running cost Headline value: Loan for unit cost up to about Rs 1 lakh at concessional interest (about 5% per annum) Funding pattern: NSFDC refinance through State Channelizing Agencies."
"SC-CEN-019","NSFDC Green Business Scheme","SC","Central","All India","How do I apply for NSFDC Green Business Scheme?","Application mode: Through State SC Development Corporation / Channelizing Agency. Portal: https://nsfdc.nic.in. Documents needed: Caste certificate; income certificate; Aadhaar; bank account; quotation/invoice of the asset; driving licence for e-rickshaw. Helpline: NSFDC head office; State SC Development Corporation."
"SC-CEN-019","NSFDC Green Business Scheme","SC","Central","All India","What are the latest changes in NSFDC Green Business Scheme?","Expanded in 2024-26 with solar pump and e-mobility financing in rural districts (Last verified: 2026-09-23, confidence: Medium.)"
"SC-CEN-020","NSFDC Educational Loan and Vocational Education & Training Loan Scheme","SC","Central","All India","What is NSFDC Educational Loan and Vocational Education & Training Loan Scheme (NSFDC Edu Loan / VETLS)?","NSFDC Educational Loan and Vocational Education & Training Loan Scheme is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India. Type: Corporation credit scheme. Launched: Educational loan scheme revised through the 2010s; VETLS introduced for short-term courses. Status: Active. It aims to help SC students pursuing professional/technical education and short-term vocational courses. Benefit: Concessional education loan covering course fees and related expenses for professional/technical education, and small loans for short-term vocational training"
"SC-CEN-020","NSFDC Educational Loan and Vocational Education & Training Loan Scheme","SC","Central","All India","Who is eligible for NSFDC Educational Loan and Vocational Education & Training Loan Scheme?","Target group: SC students pursuing professional/technical education and short-term vocational courses. Beneficiary type: Student. Age: 18 to 55 years. Income limit: Family income within double the poverty line (relaxed for some courses). Other conditions: SC student with confirmed admission to a recognised professional/technical course (in India or abroad) or a short-term vocational training course Not eligible: Courses not recognised by the relevant regulator; students with existing education-loan default"
"SC-CEN-020","NSFDC Educational Loan and Vocational Education & Training Loan Scheme","SC","Central","All India","What benefits/amount does NSFDC Educational Loan and Vocational Education & Training Loan Scheme give?","Concessional education loan covering course fees and related expenses for professional/technical education, and small loans for short-term vocational training Headline value: Educational loan as per NSFDC norms (up to Rs 15-30 lakh for professional courses in India/abroad depending on the scheme); VETLS loan about Rs 4 lakh for short courses with 4% interest for male and 3.5% for female awardees Funding pattern: NSFDC refinance through State Channelizing Agencies."
"SC-CEN-020","NSFDC Educational Loan and Vocational Education & Training Loan Scheme","SC","Central","All India","How do I apply for NSFDC Educational Loan and Vocational Education & Training Loan Scheme?","Application mode: Through State SC Development Corporation / Channelizing Agency. Portal: https://nsfdc.nic.in. Documents needed: Caste certificate; income proof; admission letter/fee receipt; academic marksheets; co-obligant details if required; Aadhaar and bank account. Helpline: NSFDC head office; State SC Development Corporation."
"SC-CEN-020","NSFDC Educational Loan and Vocational Education & Training Loan Scheme","SC","Central","All India","What are the latest changes in NSFDC Educational Loan and Vocational Education & Training Loan Scheme?","Convergence with Skill India/PM-DAKSH short-course skilling in recent years (Last verified: 2026-09-23, confidence: Medium.)"
"SC-CEN-021","National Safai Karamcharis Finance and Development Corporation schemes","SC","Central","All India (through State Channelizing Agencies)","What is National Safai Karamcharis Finance and Development Corporation schemes (NSKFDC)?","National Safai Karamcharis Finance and Development Corporation schemes is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India (through State Channelizing Agencies). Type: Corporation credit scheme (Government of India company). Launched: 1997 (NSKFDC incorporated). Status: Active. It aims to help Safai karamcharis (sanitation workers) and their dependents, and persons engaged in manual scavenging identified under law - predominantly SC but open to all such workers. Benefit: Term loans at concessional rates for self-employment, small business, transport, education and skill up-gradation; also sanitation-related enterprise finance"
"SC-CEN-021","National Safai Karamcharis Finance and Development Corporation schemes","SC","Central","All India (through State Channelizing Agencies)","Who is eligible for National Safai Karamcharis Finance and Development Corporation schemes?","Target group: Safai karamcharis (sanitation workers) and their dependents, and persons engaged in manual scavenging identified under law - predominantly SC but open to all such workers. Beneficiary type: Individual; Woman; SHG; Entrepreneur. Age: 18 to 55 years (relaxable in specific cases). Income limit: Family income within prescribed limits (about double the poverty line / low-income households). Other conditions: Safai karamchari or dependent/legal heir; proposed activity should be viable; applications routed through State Channelizing Agencies or banks Not eligible: Wilful defaulters; activities without income-generation potential; non-target groups"
"SC-CEN-021","National Safai Karamcharis Finance and Development Corporation schemes","SC","Central","All India (through State Channelizing Agencies)","What benefits/amount does National Safai Karamcharis Finance and Development Corporation schemes give?","Term loans at concessional rates for self-employment, small business, transport, education and skill up-gradation; also sanitation-related enterprise finance Headline value: Term loans up to Rs 30 lakh depending on the scheme (Small up to Rs 1 lakh; Medium up to Rs 5 lakh; Large above Rs 5 lakh); interest about 5-6% per annum for beneficiaries; VETLS-type short-term loans with 3.5-4% interest Funding pattern: NSKFDC equity from Government of India; refinance through SCAs and banks."
"SC-CEN-021","National Safai Karamcharis Finance and Development Corporation schemes","SC","Central","All India (through State Channelizing Agencies)","How do I apply for National Safai Karamcharis Finance and Development Corporation schemes?","Application mode: Through State Channelizing Agencies/direct lending through banks; application form on the NSKFDC portal. Portal: https://nskfdc.nic.in. Documents needed: Safai karamchari certificate/employment proof; caste certificate; income certificate; Aadhaar; bank account; project report; identity proof. Helpline: NSKFDC head office, New Delhi; State Channelizing Agency helplines."
"SC-CEN-021","National Safai Karamcharis Finance and Development Corporation schemes","SC","Central","All India (through State Channelizing Agencies)","What are the latest changes in National Safai Karamcharis Finance and Development Corporation schemes?","Coordinated with NAMASTE (2022) and the SRMS rehabilitation scheme; NSKFDC supports capital subsidy and skill components of NAMASTE (Last verified: 2026-09-23, confidence: High.)"
"SC-CEN-022","Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE)","SC","Central","All India","What is Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE) (SRMS / NAMASTE)?","Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE) is a SC scheme of Ministry of Social Justice and Empowerment (with Ministry of Housing and Urban Affairs for the NAMASTE sewer/septic tank component), implemented at the central level in All India. Type: Centrally Sponsored / Central Sector Scheme. Launched: SRMS 2007 (revised 2013); NAMASTE launched in 2022-23 as the upgraded umbrella. Status: Active (SRMS subsumed in NAMASTE). It aims to help Identified manual scavengers, sewer/septic tank workers (sanitation workers) and their dependents. Benefit: One-time cash assistance, skill training, concessional loans/entrepreneurship support, education support for children, and mechanised sanitation equipment (NAMASTE) for sanitation workers' safety and dignity"
"SC-CEN-022","Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE)","SC","Central","All India","Who is eligible for Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE)?","Target group: Identified manual scavengers, sewer/septic tank workers (sanitation workers) and their dependents. Beneficiary type: Individual; Family; Woman; Entrepreneur. Age: 18 years and above. Income limit: No separate income ceiling - eligibility based on identification as manual scavenger/sanitation worker. Other conditions: Person identified/verified as a manual scavenger or sewer/septic tank worker (or dependent), with a certificate from the district administration; one-time rehabilitation assistance applies once per family Not eligible: Families that have already received the one-time cash assistance under SRMS; persons not in the verified list unless newly identified"
"SC-CEN-022","Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE)","SC","Central","All India","What benefits/amount does Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE) give?","One-time cash assistance, skill training, concessional loans/entrepreneurship support, education support for children, and mechanised sanitation equipment (NAMASTE) for sanitation workers' safety and dignity Headline value: One-time cash assistance of Rs 40,000 per identified manual scavenger (SRMS); loans up to Rs 15 lakh for sanitation enterprises with capital subsidy up to Rs 5 lakh (NAMASTE/NSKFDC norms); NAMASTE also funds PPE kits, mechanised cleaning equipment and safety devices; budget for NAMASTE components enhanced in recent Union Budgets Funding pattern: Central assistance with State/ULB participation; NSKFDC as the financial intermediary."
"SC-CEN-022","Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE)","SC","Central","All India","How do I apply for Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE)?","Application mode: Through District Administration/Municipal bodies and State Channelizing Agencies; applications verified against the national survey list. Portal: https://nskfdc.nic.in / https://namaste.mohua.gov.in. Documents needed: Manual scavenger/sanitation worker identification certificate; caste certificate; Aadhaar; bank account; income/project details; dependant proof if applicable. Helpline: NSKFDC / NAMASTE helpline; State Sanitation/Social Welfare Department."
"SC-CEN-022","Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE)","SC","Central","All India","What happened to Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE) - is it still running?","Status: Active (SRMS subsumed in NAMASTE). Earlier scheme(s): National Scheme for Liberation and Rehabilitation of Scavengers (NSLRS, 1992). Now replaced/continued by: NAMASTE - National Action for Mechanised Sanitation Ecosystem (2022). Active period: 2007 onwards; NAMASTE from 2022-23 to 2025-26 (extended). NAMASTE launched in 2022-23 with mechanised cleaning, PPE and enterprise support; Union Budget 2025-26 enhanced sanitation-worker welfare and capital subsidy components"
"SC-CEN-022","Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE)","SC","Central","All India","What are the latest changes in Self Employment Scheme for Rehabilitation of Manual Scavengers (now under NAMASTE)?","NAMASTE launched in 2022-23 with mechanised cleaning, PPE and enterprise support; Union Budget 2025-26 enhanced sanitation-worker welfare and capital subsidy components (Last verified: 2026-09-23, confidence: High.)"
"SC-CEN-023","Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989","SC & ST","Central","All India","What is Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989 (PCR-PoA Scheme)?","Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989 is a SC & ST scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India. Type: Centrally Sponsored Scheme. Launched: 1989 Act; supporting scheme funded continuously since the 1990s (revised guidelines 2016 and later). Status: Active. It aims to help SC and ST victims of atrocities and their dependents; institutions enforcing protective laws. Benefit: Financial relief and rehabilitation for atrocity victims and dependents, incentive for inter-caste marriages involving SC/ST victims, funds for special courts, special public prosecutors, protection cells and atrocity-prone-village preventive measures"
"SC-CEN-023","Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989","SC & ST","Central","All India","Who is eligible for Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989?","Target group: SC and ST victims of atrocities and their dependents; institutions enforcing protective laws. Beneficiary type: Individual; Family; Institution. Age: Not applicable. Income limit: No income ceiling for relief to atrocity victims. Other conditions: Victim must be an SC/ST person covered under the PCR Act 1955 or the SC/ST (PoA) Act 1989; relief is based on the offence category under the PoA Rules (47 listed offences); FIR/police report and court/medical documentation required Not eligible: Relief amounts differ by offence and may be paid in instalments; the scheme funds institutions, not a general grant for individual applicants"
"SC-CEN-023","Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989","SC & ST","Central","All India","What benefits/amount does Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989 give?","Financial relief and rehabilitation for atrocity victims and dependents, incentive for inter-caste marriages involving SC/ST victims, funds for special courts, special public prosecutors, protection cells and atrocity-prone-village preventive measures Headline value: Relief range of Rs 85,000 to Rs 8.25 lakh depending on the offence (e.g. Rs 5 lakh for rape, Rs 8.25 lakh for gang rape/acid attack or murder; Rs 1 lakh for caste abuse/denial of entry), payable within 7 days of the incident in stages; States may pay higher (Tamil Nadu raised to Rs 1-12 lakh). A government task force has recommended raising these amounts for inflation Funding pattern: Centrally Sponsored - 50:50 Centre:State for most components; 100% for some components (special courts, prosecutors) as per guidelines."
"SC-CEN-023","Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989","SC & ST","Central","All India","How do I apply for Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989?","Application mode: Through police, district administration/District Magistrate (relief), and State Social Welfare Department; courts can also order relief. Portal: https://socialjustice.gov.in (SC/ST PoA scheme); State SC/ST protection cells. Documents needed: FIR/crime records; caste certificate of victim; medical report where applicable; identity proof; bank account; dependants' proof; court orders if available. Helpline: State SC/ST Protection Cell; National Commission for Scheduled Castes; District Magistrate's office."
"SC-CEN-023","Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989","SC & ST","Central","All India","What are the latest changes in Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the SC/ST (Prevention of Atrocities) Act, 1989?","Task force (report submitted July 2026) recommended inflation-linked enhancement of relief amounts, counselling for victims/accused, relief cells in every State/UT and 24-hour reporting of FIRs/chargesheets to officials (Last verified: 2026-09-23, confidence: High.)"
"SC-CEN-024","Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme","SC & ST","Central","All India","What is Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme (I-MESA)?","Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme is a SC & ST scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India. Type: Central Sector Scheme. Launched: Renamed as I-MESA in 2021-22 (Information and Mass Education component runs since the 1990s). Status: Active. It aims to help SC/DNT communities (as information recipients); programme officials and implementing agencies (for monitoring and social audit). Benefit: Creates awareness of government schemes among SC communities, funds monitoring of implementation, evaluation studies and social audits for accountability"
"SC-CEN-024","Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme","SC & ST","Central","All India","Who is eligible for Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme?","Target group: SC/DNT communities (as information recipients); programme officials and implementing agencies (for monitoring and social audit). Beneficiary type: Community; Institution. Age: Not applicable. Income limit: Not applicable. Other conditions: Information dissemination campaigns, media/mass contact programmes, monitoring of field-level disputes, studies and social audits of SC welfare schemes Not eligible: Not a direct benefit transfer scheme for individuals"
"SC-CEN-024","Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme","SC & ST","Central","All India","What benefits/amount does Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme give?","Creates awareness of government schemes among SC communities, funds monitoring of implementation, evaluation studies and social audits for accountability Headline value: Scheme budget under the SC development umbrella (about Rs 50 crore per year range); funds state-level IEC activities and studies Funding pattern: 100% Central (Central Sector Scheme)."
"SC-CEN-024","Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme","SC & ST","Central","All India","How do I apply for Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme?","Application mode: Implemented by the Ministry with State departments, empanelled agencies and research institutions. Portal: https://socialjustice.gov.in. Documents needed: Not applicable for individuals - institutional proposals, media plans, study terms of reference. Helpline: Ministry of Social Justice & Empowerment."
"SC-CEN-024","Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme","SC & ST","Central","All India","What happened to Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme - is it still running?","Status: Active. Earlier scheme(s): Scheme of Information and Mass Education (IME). Now replaced/continued by: Not specified. Active period: 2021-22 to 2025-26 (part of the SC development umbrella). Renamed I-MESA in 2021-22 with added social-audit mandate; officials have emphasised output-based monitoring from 2024-25"
"SC-CEN-024","Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme","SC & ST","Central","All India","What are the latest changes in Information-Monitoring, Evaluation and Social Audit (formerly Information and Mass Education) scheme?","Renamed I-MESA in 2021-22 with added social-audit mandate; officials have emphasised output-based monitoring from 2024-25 (Last verified: 2026-09-23, confidence: Medium.)"
"SC-CEN-025","Development Action Plan for Scheduled Castes and SC Sub-Plan strategy","SC","Central","All India","What is Development Action Plan for Scheduled Castes and SC Sub-Plan strategy (DAPSC / SCSP)?","Development Action Plan for Scheduled Castes and SC Sub-Plan strategy is a SC scheme of Multiple Central Ministries/Departments - every Ministry earmarks funds; monitored by the Ministry of Social Justice & Empowerment, implemented at the central level in All India. Type: Budgetary strategy (not a standalone scheme). Launched: 1979 Special Component Plan by States; DAPSC adopted in 2018-19 after the 2014-15 NITI Aayog framework. Status: Active. It aims to help Scheduled Caste population covered through all centrally funded development sectors. Benefit: An earmarking mechanism that guarantees a share of every development sector's budget for SC welfare - education, health, roads, housing, electrification, water supply and livelihood"
"SC-CEN-025","Development Action Plan for Scheduled Castes and SC Sub-Plan strategy","SC","Central","All India","Who is eligible for Development Action Plan for Scheduled Castes and SC Sub-Plan strategy?","Target group: Scheduled Caste population covered through all centrally funded development sectors. Beneficiary type: Community. Age: Not applicable. Income limit: Not applicable. Other conditions: States must earmark SC sub-plan funds in proportion to SC population; 41 Central Ministries earmark specified shares (2-17%) of their budget under DAPSC; both allocations are supposed to be non-divertible Not eligible: Funds under DAPSC/SCSP can be used only for activities permissible under the guidelines; unspent amounts lapse/adjust as per rules"
"SC-CEN-025","Development Action Plan for Scheduled Castes and SC Sub-Plan strategy","SC","Central","All India","What benefits/amount does Development Action Plan for Scheduled Castes and SC Sub-Plan strategy give?","An earmarking mechanism that guarantees a share of every development sector's budget for SC welfare - education, health, roads, housing, electrification, water supply and livelihood Headline value: Union Budget 2025-26 allocated about Rs 13,000+ crore of DAPSC/dedicated SC funding within the Ministry of Social Justice & Empowerment alone; total DAPSC across 41 ministries runs into lakhs of crores over five years Funding pattern: Earmarked share of each Ministry's budget (2% to 17%) plus State SC sub-plan funds."
"SC-CEN-025","Development Action Plan for Scheduled Castes and SC Sub-Plan strategy","SC","Central","All India","How do I apply for Development Action Plan for Scheduled Castes and SC Sub-Plan strategy?","Application mode: Not an application-based scheme - it is an allocation/monitoring framework. Portal: https://www.indiabudget.gov.in (Statement 13B/13C SC sub-plan statements). Documents needed: Not applicable for individuals. Helpline: Ministry of Social Justice & Empowerment / NITI Aayog."
"SC-CEN-025","Development Action Plan for Scheduled Castes and SC Sub-Plan strategy","SC","Central","All India","What happened to Development Action Plan for Scheduled Castes and SC Sub-Plan strategy - is it still running?","Status: Active. Earlier scheme(s): Special Component Plan (1979); SC Sub Plan; Special Central Assistance. Now replaced/continued by: Not specified. Active period: 1979 (States) and 2018-19 (Central DAPSC) onwards. Utilisation of DAPSC funds reviewed repeatedly by parliamentary committees (2024-26); emphasis on non-divergence and outcome-based monitoring; 2025-26 Budget retained the flagged SC budget streams"
"SC-CEN-025","Development Action Plan for Scheduled Castes and SC Sub-Plan strategy","SC","Central","All India","What are the latest changes in Development Action Plan for Scheduled Castes and SC Sub-Plan strategy?","Utilisation of DAPSC funds reviewed repeatedly by parliamentary committees (2024-26); emphasis on non-divergence and outcome-based monitoring; 2025-26 Budget retained the flagged SC budget streams (Last verified: 2026-09-23, confidence: High.)"
"SC-CEN-026","Scheme of Assistance to Scheduled Castes Development Corporations","SC","Central","All India (28 SCDCs covered)","What is Scheme of Assistance to Scheduled Castes Development Corporations (SCDC Assistance)?","Scheme of Assistance to Scheduled Castes Development Corporations is a SC scheme of Ministry of Social Justice and Empowerment, implemented at the central level in All India (28 SCDCs covered). Type: Central Sector Scheme. Launched: 1990s; continues as a component supporting State SC corporations. Status: Active. It aims to help SC families served through State SC Development Corporations; the SCDCs themselves. Benefit: Funds State SC Development Corporations to provide micro-credit, income-generating asset loans, skill training, and to strengthen their capacity to reach SC beneficiaries"
"SC-CEN-026","Scheme of Assistance to Scheduled Castes Development Corporations","SC","Central","All India (28 SCDCs covered)","Who is eligible for Scheme of Assistance to Scheduled Castes Development Corporations?","Target group: SC families served through State SC Development Corporations; the SCDCs themselves. Beneficiary type: Institution; Family. Age: Not applicable. Income limit: Beneficiary families below double the poverty line (for credit routed through SCDCs). Other conditions: State SC Development Corporations receive central support for share capital, micro-credit and skill development to serve SC families; applies to States/UTs with an SCDC Not eligible: Central support is to corporations, not to individuals directly"
"SC-CEN-026","Scheme of Assistance to Scheduled Castes Development Corporations","SC","Central","All India (28 SCDCs covered)","What benefits/amount does Scheme of Assistance to Scheduled Castes Development Corporations give?","Funds State SC Development Corporations to provide micro-credit, income-generating asset loans, skill training, and to strengthen their capacity to reach SC beneficiaries Headline value: Central share capital and support in the range of Rs 1-3 crore per State agency per cycle (varies); supports lending at 4-6% to beneficiaries Funding pattern: 100% Central to State corporations."
"SC-CEN-026","Scheme of Assistance to Scheduled Castes Development Corporations","SC","Central","All India (28 SCDCs covered)","How do I apply for Scheme of Assistance to Scheduled Castes Development Corporations?","Application mode: Through State SC Development Corporations (for beneficiaries: walk-in applications at the SCDC/branch office or via State portals). Portal: https://socialjustice.gov.in / respective State SCDC websites. Documents needed: For individuals: caste certificate, income proof, Aadhaar, project details. Helpline: State Scheduled Castes Development Corporation helplines."
"SC-CEN-026","Scheme of Assistance to Scheduled Castes Development Corporations","SC","Central","All India (28 SCDCs covered)","What are the latest changes in Scheme of Assistance to Scheduled Castes Development Corporations?","Government has pushed SCDCs toward digital loan management and convergence with PM-AJAY grants in 2024-26 (Last verified: 2026-09-23, confidence: Medium.)"
"ST-CEN-001","Eklavya Model Residential Schools","ST","Central","All India (tribal blocks and areas with 50%+ ST population)","What is Eklavya Model Residential Schools (EMRS)?","Eklavya Model Residential Schools is a ST scheme of Ministry of Tribal Affairs, implemented at the central level in All India (tribal blocks and areas with 50%+ ST population). Type: Central Sector Scheme. Launched: 1997-98 (as a scheme of the Ministry of Tribal Affairs); revamped as a Central Sector Scheme from 2018-19 with NESTS. Status: Active. It aims to help ST students, especially from remote tribal areas and PVTG habitations. Benefit: Free, high-quality residential education from Class VI to XII with boarding, lodging, books, uniforms, sports and extra-curricular facilities, plus skill and vocational modules"
"ST-CEN-001","Eklavya Model Residential Schools","ST","Central","All India (tribal blocks and areas with 50%+ ST population)","Who is eligible for Eklavya Model Residential Schools?","Target group: ST students, especially from remote tribal areas and PVTG habitations. Beneficiary type: Student. Age: School students from Class VI to Class XII. Income limit: No income ceiling; eligibility based on ST status and residence in tribal areas; selection test/merit per State norms. Other conditions: Normally one EMRS in every block with more than 50% ST population and at least 20,000 tribal persons; admission for Classes VI and XI (vacancies in other classes where available) Not eligible: Non-ST students are not eligible; students must reside in the school hostel"
